32.64 0.05
23.84 0.05
20.41 0.05
48.72 0.05
21.44 0.05
19.56 0.05
37.31 0.05
20.20 0.05
45.48 0.05
21.74 0.05
47.89 0.05
40.62 0.05
37.11 0.05
50.07 0.05
37.80 0.05
29.70 0.05
33.78 0.05
41.91 0.05
32.68 0.05
36.39 0.05
48.25 0.05
48.94 0.05
21.22 0.05
25.19 0.05
38.45 0.05
31.95 0.05
17.49 0.05
36.70 0.05
29.55 0.05
24.95 0.05
17.49 0.05
31.31 0.05
37.48 0.05
47.12 0.05
17.11 0.05
26.72 0.05
21.95 0.05
31.11 0.05
40.76 0.05
44.45 0.05
38.79 0.05
27.43 0.05
32.77 0.05
29.22 0.05
30.55 0.05
45.91 0.05
23.59 0.05
32.10 0.05
25.89 0.05
44.64 0.05
48.26 0.05
48.45 0.05
50.16 0.05
39.37 0.05
21.61 0.05
44.71 0.05
49.26 0.05
37.22 0.05
33.49 0.05
48.65 0.05
34.01 0.05
39.40 0.05
30.89 0.05
45.11 0.05
24.19 0.05
43.20 0.05
28.90 0.05
15.62 0.05
23.96 0.05
25.41 0.05
39.60 0.05
44.99 0.05
23.50 0.05
38.97 0.05
28.91 0.05
44.32 0.05
46.91 0.05
24.29 0.05
48.38 0.05
18.81 0.05
42.55 0.05
22.02 0.05
28.85 0.05
33.37 0.05
18.44 0.05
37.67 0.05
41.39 0.05
27.35 0.05
46.82 0.05
43.20 0.05
32.75 0.05
24.17 0.05
40.41 0.05
17.01 0.05
30.18 0.05
32.10 0.05
36.73 0.05
31.86 0.05
15.63 0.05
24.96 0.05
42.26 0.05
29.82 0.05
33.68 0.05
15.17 0.05
46.70 0.05
35.90 0.05
19.48 0.05
22.24 0.05
31.45 0.05
41.39 0.05
24.49 0.05
20.02 0.05
39.73 0.05
25.35 0.05
43.12 0.05
15.82 0.05
32.54 0.05
36.12 0.05
23.92 0.05
16.53 0.05
23.29 0.05
15.81 0.05
21.97 0.05
15.85 0.05
22.04 0.05
35.19 0.05
39.88 0.05
49.54 0.05
23.59 0.05
44.57 0.05
41.58 0.05
18.22 0.05
26.86 0.05
30.44 0.05
22.47 0.05
16.41 0.05
45.38 0.05
23.58 0.05
20.96 0.05
34.58 0.05
44.64 0.05
39.56 0.05
40.47 0.05
38.15 0.05
18.98 0.05
37.18 0.05
21.61 0.05
20.19 0.05
27.89 0.05
30.91 0.05
18.20 0.05
37.02 0.05
22.28 0.05
50.74 0.05
17.69 0.05
19.35 0.05
38.69 0.05
23.04 0.05
41.22 0.05
21.47 0.05
41.36 0.05
49.24 0.05
19.82 0.05
23.00 0.05
22.99 0.05
26.85 0.05
17.29 0.05
40.29 0.05
36.24 0.05
24.25 0.05
41.24 0.05
21.71 0.05
18.40 0.05
15.83 0.05
26.05 0.05
22.56 0.05
43.94 0.05
50.53 0.05
42.60 0.05
19.08 0.05
32.41 0.05
28.07 0.05
40.01 0.05
36.76 0.05
27.03 0.05
46.28 0.05
41.74 0.05
26.18 0.05
26.30 0.05
35.73 0.05
40.43 0.05
36.66 0.05
14.86 0.05
21.85 0.05
44.97 0.05
36.88 0.05
27.71 0.05
36.91 0.05
48.49 0.05
45.15 0.05
32.22 0.05
37.15 0.05
33.80 0.05
43.80 0.05
17.77 0.05
35.57 0.05
25.86 0.05
44.64 0.05
40.71 0.05
32.91 0.05
44.91 0.05
21.54 0.05
24.14 0.05
42.98 0.05
40.82 0.05
35.10 0.05
19.06 0.05
30.16 0.05
43.80 0.05
35.66 0.05
35.04 0.05
43.91 0.05
21.34 0.05
33.35 0.05
28.63 0.05
38.62 0.05
38.57 0.05
29.25 0.05
33.94 0.05
47.59 0.05
30.89 0.05
28.68 0.05
20.43 0.05
44.17 0.05
49.33 0.05
48.19 0.05
32.95 0.05
37.08 0.05
34.24 0.05
18.09 0.05
46.72 0.05
19.98 0.05
29.03 0.05
28.34 0.05
28.85 0.05
35.91 0.05
48.34 0.05
28.94 0.05
37.61 0.05
17.83 0.05
43.55 0.05
46.93 0.05
24.15 0.05
36.71 0.05
48.10 0.05
37.84 0.05
43.38 0.05
43.13 0.05
41.24 0.05
34.87 0.05
44.12 0.05
28.99 0.05
39.61 0.05
35.27 0.05
45.17 0.05
39.69 0.05
21.14 0.05
27.09 0.05
20.44 0.05
22.99 0.05
15.87 0.05
30.64 0.05
15.88 0.05
45.98 0.05
36.00 0.05
14.85 0.05
39.26 0.05
19.96 0.05
20.24 0.05
44.26 0.05
16.21 0.05
31.38 0.05
40.09 0.05
45.47 0.05
33.03 0.05
47.34 0.05
47.93 0.05
30.91 0.05
44.21 0.05
18.81 0.05
45.09 0.05
19.85 0.05
17.07 0.05
45.87 0.05
19.18 0.05
24.10 0.05
16.79 0.05
37.69 0.05
41.30 0.05
45.19 0.05
38.48 0.05
31.20 0.05
34.91 0.05
38.65 0.05
16.76 0.05
14.87 0.05
34.77 0.05
41.85 0.05
37.83 0.05
29.48 0.05
41.57 0.05
50.90 0.05
50.37 0.05
42.51 0.05
44.51 0.05
35.05 0.05
39.50 0.05
16.11 0.05
19.77 0.05
49.45 0.05
37.35 0.05
29.60 0.05
41.52 0.05
30.43 0.05
33.33 0.05
19.58 0.05
15.63 0.05
21.37 0.05
18.45 0.05
48.54 0.05
20.20 0.05
45.15 0.05
33.36 0.05
30.86 0.05
25.74 0.05
41.67 0.05
49.83 0.05
29.59 0.05
32.30 0.05
45.57 0.05
20.37 0.05
18.95 0.05
36.68 0.05
24.39 0.05
38.90 0.05
20.22 0.05
17.12 0.05
15.98 0.05
41.47 0.05
39.48 0.05
19.92 0.05
47.87 0.05
28.94 0.05
49.94 0.05
17.16 0.05
25.31 0.05
24.69 0.05
34.98 0.05
25.61 0.05
29.45 0.05
48.16 0.05
44.33 0.05
48.26 0.05
43.82 0.05
18.96 0.05
47.46 0.05
25.61 0.05
27.94 0.05
23.50 0.05
29.46 0.05
42.87 0.05
16.94 0.05
20.48 0.05
44.74 0.05
43.38 0.05
25.02 0.05
15.23 0.05
45.86 0.05
34.08 0.05
26.24 0.05
30.57 0.05
37.45 0.05
24.77 0.05
17.58 0.05
41.78 0.05
20.03 0.05
17.26 0.05
32.99 0.05
31.79 0.05
36.86 0.05
38.45 0.05
42.39 0.05
19.89 0.05
15.69 0.05
50.05 0.05
21.07 0.05
32.19 0.05
24.35 0.05
50.49 0.05
42.90 0.05
30.96 0.05
39.62 0.05
34.51 0.05
46.24 0.05
37.42 0.05
40.59 0.05
33.97 0.05
18.74 0.05
31.35 0.05
43.01 0.05
50.26 0.05
46.01 0.05
26.75 0.05
44.03 0.05
48.67 0.05
45.80 0.05
18.09 0.05
21.35 0.05
29.21 0.05
31.20 0.05
48.57 0.05
30.33 0.05
16.01 0.05
35.92 0.05
38.11 0.05
26.51 0.05
27.66 0.05
48.46 0.05
37.15 0.05
48.48 0.05
23.34 0.05
49.91 0.05
40.17 0.05
34.43 0.05
45.31 0.05
39.82 0.05
48.35 0.05
40.97 0.05
26.38 0.05
28.02 0.05
43.39 0.05
39.46 0.05
33.40 0.05
44.16 0.05
34.19 0.05
44.76 0.05
19.48 0.05
21.18 0.05
30.59 0.05
49.72 0.05
45.69 0.05
28.31 0.05
43.24 0.05
16.61 0.05
24.03 0.05
35.54 0.05
32.62 0.05
28.64 0.05
49.63 0.05
25.13 0.05
16.31 0.05
24.82 0.05
48.28 0.05
16.51 0.05
35.85 0.05
49.25 0.05
39.91 0.05
17.10 0.05
27.73 0.05
43.56 0.05
47.25 0.05
21.15 0.05
28.10 0.05
20.15 0.05
15.45 0.05
44.30 0.05
18.17 0.05
15.13 0.05
30.13 0.05
43.08 0.05
23.52 0.05
15.48 0.05
17.26 0.05
38.24 0.05
48.01 0.05
37.03 0.05
44.12 0.05
39.03 0.05
34.64 0.05
38.75 0.05
30.79 0.05
29.44 0.05
40.39 0.05
48.97 0.05
17.25 0.05
27.34 0.05
36.89 0.05
19.23 0.05
27.23 0.05
43.90 0.05
36.23 0.05
49.73 0.05
47.67 0.05
38.53 0.05
35.73 0.05
38.07 0.05
33.57 0.05
25.75 0.05
20.13 0.05
16.82 0.05
40.80 0.05
17.34 0.05
15.45 0.05
43.04 0.05
47.07 0.05
22.37 0.05
19.46 0.05
47.30 0.05
19.01 0.05
48.25 0.05
34.46 0.05
29.35 0.05
28.67 0.05
22.49 0.05
32.32 0.05
27.67 0.05
37.26 0.05
43.71 0.05
36.10 0.05
19.77 0.05
36.93 0.05
39.48 0.05
43.18 0.05
44.39 0.05
30.94 0.05
